SquareFeet,Bedrooms,Bathrooms,YearBuilt,Price,state_Rural,state_Suburb,state_Urban,0
1567,3,3,1984,241407.75,0,1,0,1
2029,5,3,2004,202461.89,0,1,0,1
1404,4,1,1975,143602.0,0,1,0,1
1257,5,2,1993,208083.25,0,1,0,1
1729,5,2,2007,244035.67,0,1,0,1
1089,3,1,1983,130917.22,0,1,0,1
1823,2,1,2017,101486.88,0,1,0,1
1009,4,1,1998,200890.75,0,1,0,1
1837,4,1,1980,145933.33,0,1,0,1
1127,2,2,1969,148147.48,0,1,0,1
2195,2,2,2009,257476.4,0,1,0,1
1616,2,1,1970,236942.92,0,1,0,1
2295,2,2,1972,199358.83,0,1,0,1
1171,3,2,1952,155645.3,0,1,0,1
1625,2,2,1978,206439.34,0,1,0,1
2810,4,3,1969,344254.9,0,1,0,1
1452,4,3,1985,177968.81,0,1,0,1
1753,5,2,1982,201185.25,0,1,0,1
2199,4,1,1995,180855.22,0,1,0,1
1854,3,2,2004,287229.06,0,1,0,1
1782,3,1,1981,176843.62,0,1,0,1
2133,4,1,1968,200681.83,0,1,0,1
1863,4,2,2007,277394.0,0,1,0,1
1167,2,2,1979,169974.69,0,1,0,1
2677,2,1,1971,314579.1,0,1,0,1
2982,3,3,1972,306325.16,0,1,0,1
2074,5,1,2001,238530.72,0,1,0,1
2600,2,2,1998,285816.06,0,1,0,1
1343,2,1,2015,99382.87,0,1,0,1
2033,5,1,1958,216249.69,0,1,0,1
1493,5,1,1976,237844.42,0,1,0,1
2257,3,1,1977,171601.39,0,1,0,1
2374,3,1,1984,252906.53,0,1,0,1
1892,3,3,2014,235200.53,0,1,0,1
1968,4,2,1972,229765.38,0,1,0,1
2031,5,3,1968,224099.55,0,1,0,1
1943,4,2,1966,146551.53,0,1,0,1
2693,5,3,2014,301804.12,0,1,0,1
2078,2,1,1982,206072.28,0,1,0,1
2736,5,2,1979,278152.8,0,1,0,1
1903,2,3,2002,340654.88,0,1,0,1
2221,4,1,1965,179338.84,0,1,0,1
1046,4,2,1997,180963.5,0,1,0,1
1756,5,1,2005,171780.1,0,1,0,1
2226,4,3,1993,269637.44,0,1,0,1
1411,5,2,1983,193942.92,0,1,0,1
2996,4,2,2021,327147.0,0,1,0,1
1849,4,2,2007,240025.77,0,1,0,1
2918,2,2,1989,384502.38,0,1,0,1
1411,3,2,1979,152691.36,0,1,0,1
1527,3,2,2001,105456.53,0,1,0,1
2419,4,3,1971,248973.69,0,1,0,1
2361,2,1,2002,264137.12,0,1,0,1
1662,2,1,1995,164028.86,0,1,0,1
2201,3,2,1968,301331.1,0,1,0,1
1381,4,3,2015,189845.62,0,1,0,1
1305,4,1,1968,169533.27,0,1,0,1
2797,3,2,1990,254339.22,0,1,0,1
1796,4,3,1991,334898.44,0,1,0,1
2951,3,3,2014,322021.78,0,1,0,1
2801,5,1,1980,304008.78,0,1,0,1
1602,2,2,1962,155348.2,0,1,0,1
1176,5,2,1984,147590.75,0,1,0,1
1448,4,3,1983,248039.1,0,1,0,1
2564,2,3,2011,371040.4,0,1,0,1
1706,4,3,1958,157308.94,0,1,0,1
1306,2,2,1985,167246.78,0,1,0,1
1868,3,1,1985,240664.97,0,1,0,1
2617,4,3,1962,358073.34,0,1,0,1
2663,3,1,1985,231006.56,0,1,0,1
1511,4,1,1984,246970.81,0,1,0,1
1986,2,3,2010,244280.81,0,1,0,1
2066,3,2,1990,322934.22,0,1,0,1
2428,2,2,2004,372766.9,0,1,0,1
1986,4,3,1994,221339.6,0,1,0,1
1045,2,3,2004,12884.885,0,1,0,1
2477,5,3,1980,215208.03,0,1,0,1
1759,5,3,2008,259181.17,0,1,0,1
2318,3,1,1956,250598.05,0,1,0,1
2024,5,3,1992,208309.56,0,1,0,1
1216,5,3,1962,119822.484,0,1,0,1
1927,4,1,1965,252568.14,0,1,0,1
1580,3,1,1961,193574.36,0,1,0,1
1519,3,3,1954,130386.02,0,1,0,1
2613,5,1,1999,296677.75,0,1,0,1
2565,3,1,2002,263988.94,0,1,0,1
1038,5,1,1950,106905.83,0,1,0,1
1238,5,3,1993,189571.39,0,1,0,1
1143,2,3,1965,155305.0,0,1,0,1
1683,4,1,1968,188520.05,0,1,0,1
2068,3,1,2000,204158.1,0,1,0,1
1374,3,2,2018,248022.14,0,1,0,1
2645,5,1,1982,352158.25,0,1,0,1
2299,5,1,2004,392104.66,0,1,0,1
1287,4,1,1999,216726.62,0,1,0,1
2593,5,1,1992,247149.56,0,1,0,1
2939,5,1,2018,409325.5,0,1,0,1
1849,5,1,2015,263724.53,0,1,0,1
2230,3,3,1988,335253.94,0,1,0,1
1853,5,1,1998,243404.28,0,1,0,1
1661,2,2,1999,197050.39,0,1,0,1
1564,3,1,1987,145104.39,0,1,0,1
1212,3,3,1957,222364.84,0,1,0,1
2255,2,2,1994,204932.64,0,1,0,1
2686,5,2,2006,316132.4,0,1,0,1
2343,4,1,2006,235119.58,0,1,0,1
2160,3,1,2016,242315.7,0,1,0,1
1880,2,3,1972,176024.86,0,1,0,1
2537,2,2,1973,79968.125,0,1,0,1
1867,4,3,1968,117006.414,0,1,0,1
2215,5,1,1979,263648.4,0,1,0,1
2165,4,3,1996,185214.97,0,1,0,1
2671,3,3,1982,287048.84,0,1,0,1
2439,2,2,1954,333284.78,0,1,0,1
1015,5,1,1952,125784.24,0,1,0,1
2129,2,3,1952,265726.84,0,1,0,1
1360,5,3,2006,163218.28,0,1,0,1
2681,5,2,2017,346236.34,0,1,0,1
2058,5,3,2001,194094.12,0,1,0,1
1307,3,2,1961,125735.15,0,1,0,1
2934,5,2,1951,337550.53,0,1,0,1
1958,3,1,1988,264392.7,0,1,0,1
2104,5,3,2013,246116.23,0,1,0,1
1833,5,3,1972,215243.7,0,1,0,1
2392,3,3,2020,235877.34,0,1,0,1
1241,4,1,2011,83276.0,0,1,0,1
2057,5,3,1962,265269.56,0,1,0,1
2266,3,1,1973,291492.1,0,1,0,1
1058,4,1,1961,39915.074,0,1,0,1
2552,5,1,1952,269752.66,0,1,0,1
2101,5,1,1981,177217.55,0,1,0,1
1717,3,3,1970,119634.01,0,1,0,1
1301,5,1,2007,179836.3,0,1,0,1
2701,5,1,1990,247245.47,0,1,0,1
1802,2,2,1956,307463.84,0,1,0,1
2436,3,2,1956,273064.94,0,1,0,1
2923,4,1,1965,245412.48,0,1,0,1
1316,2,1,1970,221121.31,0,1,0,1
2168,2,3,1986,361710.0,0,1,0,1
1689,3,3,2004,275372.5,0,1,0,1
2881,4,1,2006,278220.22,0,1,0,1
2850,3,2,2021,217703.0,0,1,0,1
1017,5,2,1996,226939.78,0,1,0,1
2178,3,1,2008,192574.86,0,1,0,1
1777,5,3,2018,197040.64,0,1,0,1
1359,5,2,1979,100378.03,0,1,0,1
1011,5,3,1990,174492.27,0,1,0,1
1211,4,2,1971,176004.5,0,1,0,1
2714,5,1,1986,268001.44,0,1,0,1
1640,4,2,2009,311259.84,0,1,0,1
2032,5,3,1952,236999.8,0,1,0,1
1676,4,2,1994,168200.02,0,1,0,1
1590,3,1,1971,158391.67,0,1,0,1
2714,2,2,1972,324686.62,0,1,0,1
1455,5,3,1982,167900.83,0,1,0,1
2498,3,1,1961,279313.16,0,1,0,1
1926,4,3,1962,253730.34,0,1,0,1
1622,5,3,2001,231233.64,0,1,0,1
2270,4,1,2007,227418.98,0,1,0,1
1233,3,1,1985,183442.73,0,1,0,1
2617,3,1,2004,176525.31,0,1,0,1
1386,4,3,2002,204969.89,0,1,0,1
2634,3,3,2009,313162.56,0,1,0,1
2184,3,3,1951,230856.03,0,1,0,1
2967,5,3,2017,361142.4,0,1,0,1
1240,5,3,1999,223259.75,0,1,0,1
2049,4,2,1974,242754.9,0,1,0,1
2671,5,3,1994,310637.38,0,1,0,1
1561,3,1,2010,280123.2,0,1,0,1
2999,3,3,1989,362154.47,0,1,0,1
1731,2,3,1951,138494.53,0,1,0,1
2675,3,3,1957,341510.97,0,1,0,1
1045,5,1,1956,113511.31,0,1,0,1
2308,3,1,1994,256721.92,0,1,0,1
2729,5,1,1952,298408.8,0,1,0,1
1272,2,1,2017,185350.4,0,1,0,1
1789,5,2,1968,166187.92,0,1,0,1
1057,3,2,2012,161834.45,0,1,0,1
1000,3,2,1954,156127.47,0,1,0,1
2310,3,1,1970,278308.44,0,1,0,1
1510,2,2,1957,204183.52,0,1,0,1
1914,4,1,1992,218834.77,0,1,0,1
2995,2,2,1967,277937.1,0,1,0,1
2481,5,2,1986,273610.4,0,1,0,1
1094,2,1,1956,201133.47,0,1,0,1
1764,3,1,1983,237285.58,0,1,0,1
2046,3,2,2009,213479.56,0,1,0,1
2238,4,1,1965,234281.27,0,1,0,1
1398,4,1,2000,170696.06,0,1,0,1
1147,3,1,1959,116064.836,0,1,0,1
1380,2,2,2010,111341.75,0,1,0,1
1294,2,3,1968,155377.28,0,1,0,1
1036,4,2,1967,79183.7,0,1,0,1
2721,3,2,1957,223185.03,0,1,0,1
1230,3,2,1953,116282.01,0,1,0,1
1253,2,1,1992,160505.72,0,1,0,1
2926,3,1,2002,385752.62,0,1,0,1
1009,4,2,2014,175135.72,0,1,0,1
2559,5,2,2000,332855.22,0,1,0,1
1192,3,2,2008,94963.87,0,1,0,1
1400,5,1,2014,215732.47,0,1,0,1
1791,2,3,1982,305027.94,0,1,0,1
1328,5,2,2018,126153.54,0,1,0,1
1362,5,1,1992,159056.62,0,1,0,1
2401,5,3,2002,262828.38,0,1,0,1
2803,3,1,2000,307473.1,0,1,0,1
2364,3,3,1992,274723.6,0,1,0,1
1084,5,3,1968,192598.88,0,1,0,1
2594,5,2,1994,290225.12,0,1,0,1
1261,2,2,2019,86340.92,0,1,0,1
2921,5,1,1997,358975.47,0,1,0,1
1864,4,2,1974,215405.05,0,1,0,1
2274,5,2,1973,361524.12,0,1,0,1
1323,3,2,1964,77845.33,0,1,0,1
2851,5,1,2003,378603.56,0,1,0,1
2659,5,1,1978,357791.06,0,1,0,1
2260,2,2,1963,175195.66,0,1,0,1
1977,4,3,1971,195132.31,0,1,0,1
1216,3,1,1999,122475.28,0,1,0,1
2856,3,3,1997,304698.06,0,1,0,1
2870,3,1,1962,351053.66,0,1,0,1
2909,4,3,1957,352304.22,0,1,0,1
1036,2,1,1960,123702.04,0,1,0,1
1208,5,2,1962,152217.89,0,1,0,1
1855,4,3,1987,240358.0,0,1,0,1
1898,5,3,2016,177921.3,0,1,0,1
1600,2,2,1962,132400.48,0,1,0,1
1759,3,3,1992,229629.55,0,1,0,1
2858,3,1,1979,308434.4,0,1,0,1
2102,5,1,1961,200750.77,0,1,0,1
2267,3,3,2007,297740.56,0,1,0,1
2603,4,1,2001,229151.78,0,1,0,1
2939,2,1,1978,317839.6,0,1,0,1
2563,4,2,1987,310595.7,0,1,0,1
1269,5,1,1996,159878.92,0,1,0,1
1737,3,3,2017,210586.55,0,1,0,1
1076,3,2,2014,176786.02,0,1,0,1
1734,3,2,1981,112840.62,0,1,0,1
1883,3,3,1982,239607.27,0,1,0,1
2190,4,1,1980,166861.25,0,1,0,1
2727,3,2,2018,279857.94,0,1,0,1
2179,4,1,1950,230045.55,0,1,0,1
1249,2,1,1967,114087.49,0,1,0,1
1094,5,1,1967,235005.02,0,1,0,1
1116,2,2,1967,122382.016,0,1,0,1
1645,3,1,1950,184257.92,0,1,0,1
1115,4,2,2003,122633.62,0,1,0,1
2243,4,1,1996,176115.28,0,1,0,1
2192,5,1,1951,262798.66,0,1,0,1
1315,5,1,1977,153453.89,0,1,0,1
1976,2,2,2007,198602.56,0,1,0,1
1155,5,3,1991,124228.4,0,1,0,1
1055,5,3,1973,176423.06,0,1,0,1
2155,5,3,2015,277740.12,0,1,0,1
1307,5,2,1988,114913.13,0,1,0,1
2363,4,3,2008,184973.42,0,1,0,1
2720,4,3,2003,272206.97,0,1,0,1
2556,3,3,1963,246918.56,0,1,0,1
1111,2,3,2014,101767.055,0,1,0,1
1331,4,3,2014,200065.97,0,1,0,1
2565,2,2,1983,273205.28,0,1,0,1
2613,5,3,1979,320932.3,0,1,0,1
1277,4,3,2000,231677.17,0,1,0,1
1654,3,3,1987,81238.914,0,1,0,1
2059,3,2,1985,209109.05,0,1,0,1
1437,2,2,1974,248869.23,0,1,0,1
1725,5,1,1954,226780.17,0,1,0,1
2055,3,1,1952,144948.31,0,1,0,1
2589,2,3,1974,265490.28,0,1,0,1
2958,3,1,1989,326790.94,0,1,0,1
1682,4,1,2011,183168.1,0,1,0,1
2217,3,1,2006,235212.06,0,1,0,1
2782,2,1,1954,276433.8,0,1,0,1
2010,2,3,2009,216872.7,0,1,0,1
1379,2,1,1953,111538.07,0,1,0,1
1420,5,1,1952,182625.22,0,1,0,1
1227,4,1,2020,106026.234,0,1,0,1
2836,5,2,1987,368727.4,0,1,0,1
2719,5,2,2006,321251.7,0,1,0,1
1503,5,2,1977,219941.66,0,1,0,1
1720,2,2,1958,203777.88,0,1,0,1
1735,4,2,1954,202657.75,0,1,0,1
1803,2,2,1970,289300.56,0,1,0,1
1494,3,3,2011,237828.2,0,1,0,1
2664,4,3,1997,223023.11,0,1,0,1
2219,4,2,2002,135665.97,0,1,0,1
2305,5,3,1973,328915.22,0,1,0,1
1368,3,3,1964,261391.72,0,1,0,1
2126,3,2,2013,188722.77,0,1,0,1
2032,5,1,1956,215051.25,0,1,0,1
2580,3,1,1985,284087.25,0,1,0,1
1243,3,2,1956,117643.6,0,1,0,1
1781,3,3,2018,117756.11,0,1,0,1
2416,2,3,2003,233620.3,0,1,0,1
1638,3,1,1962,71374.875,0,1,0,1
2172,4,1,2001,242074.9,0,1,0,1
2682,4,1,1990,426250.16,0,1,0,1
1220,2,2,2014,38001.855,0,1,0,1
2397,3,2,1987,292032.8,0,1,0,1
1896,2,3,1963,234020.48,0,1,0,1
1491,4,2,2015,170012.73,0,1,0,1
1038,5,2,2002,145253.83,0,1,0,1
2275,5,3,1974,367715.97,0,1,0,1
2666,3,1,1985,170069.56,0,1,0,1
1925,4,2,1967,273435.84,0,1,0,1
2826,5,1,2005,284983.2,0,1,0,1
1761,4,3,1959,65190.68,0,1,0,1
1945,5,3,1970,169817.72,0,1,0,1
2469,3,1,1982,255113.9,0,1,0,1
1930,5,2,2005,196566.36,0,1,0,1
2565,4,2,2001,370650.53,0,1,0,1
2113,5,1,1957,270843.22,0,1,0,1
2926,5,2,1996,290203.28,0,1,0,1
1350,2,1,1994,83273.07,0,1,0,1
2186,5,3,2004,250282.95,0,1,0,1
1291,2,3,1976,111399.29,0,1,0,1
2447,3,1,1960,313096.3,0,1,0,1
2692,3,2,1966,283380.12,0,1,0,1
2388,2,3,1977,309433.97,0,1,0,1
1880,5,3,1965,210070.83,0,1,0,1
2604,5,1,1959,320978.66,0,1,0,1
1703,5,3,2015,164612.19,0,1,0,1
2610,4,2,1995,290344.84,0,1,0,1
2937,3,2,2005,257873.5,0,1,0,1
2833,5,1,1963,380245.4,0,1,0,1
2718,5,3,1972,295319.12,0,1,0,1
1948,4,3,1978,149247.52,0,1,0,1
1015,2,3,1960,71706.164,0,1,0,1
1871,4,2,2013,121011.03,0,1,0,1
1106,3,2,1964,233642.0,0,1,0,1
1161,3,3,2012,43750.24,0,1,0,1
2220,3,1,1982,186536.27,0,1,0,1
2266,2,3,1968,236884.0,0,1,0,1
1798,5,2,1988,295896.25,0,1,0,1
1797,5,2,2009,232008.92,0,1,0,1
2725,5,2,1961,321706.22,0,1,0,1
1117,4,3,2012,97934.02,0,1,0,1
2949,2,2,1962,216201.45,0,1,0,1
1991,2,1,1980,258465.17,0,1,0,1
1414,3,1,1972,154674.73,0,1,0,1
1419,2,1,2019,135190.23,0,1,0,1
1663,5,1,1959,157329.78,0,1,0,1
1649,3,1,1982,239615.88,0,1,0,1
2489,2,2,1980,213022.64,0,1,0,1
1411,2,3,1956,162947.78,0,1,0,1
1399,5,3,1959,115379.16,0,1,0,1
1527,3,1,1989,130733.305,0,1,0,1
1135,4,2,1991,193188.94,0,1,0,1
2487,3,2,1977,222652.95,0,1,0,1
2024,5,3,1982,293620.03,0,1,0,1
2725,2,1,1957,286538.47,0,1,0,1
2528,4,3,1957,240364.66,0,1,0,1
1805,2,1,1986,168415.33,0,1,0,1
1896,3,3,2020,270242.06,0,1,0,1
1190,2,2,1980,194605.11,0,1,0,1
2126,4,3,2006,299193.47,0,1,0,1
1585,2,3,1951,220416.88,0,1,0,1
1419,2,2,1966,158800.58,0,1,0,1
2787,3,3,2006,321875.7,0,1,0,1
1329,3,1,1997,144104.61,0,1,0,1
1338,3,1,1975,100188.4,0,1,0,1
1284,3,3,1968,161220.8,0,1,0,1
1222,4,2,1963,148396.97,0,1,0,1
1592,2,3,2004,249459.14,0,1,0,1
1235,4,2,2009,162766.81,0,1,0,1
2940,4,3,1967,283459.53,0,1,0,1
1762,3,1,2008,218584.4,0,1,0,1
2965,4,1,1957,313818.78,0,1,0,1
1562,3,1,1984,94820.6,0,1,0,1
1051,4,1,1993,142108.33,0,1,0,1
2037,2,1,1964,291578.8,0,1,0,1
1186,3,2,1992,210531.53,0,1,0,1
2282,3,2,1987,267240.3,0,1,0,1
2374,3,2,1960,228392.69,0,1,0,1
1349,3,2,1983,217796.72,0,1,0,1
1083,5,2,1956,140464.88,0,1,0,1
1377,3,1,1994,179105.66,0,1,0,1
2126,4,1,1986,195765.14,0,1,0,1
2259,2,2,2021,360361.1,0,1,0,1
1783,4,1,1954,136621.7,0,1,0,1
2555,2,1,2021,357848.9,0,1,0,1
1861,4,3,2008,259434.58,0,1,0,1
2835,2,3,1987,289879.16,0,1,0,1
2622,2,1,2019,326355.03,0,1,0,1
1861,2,3,1974,161607.86,0,1,0,1
2932,3,3,1993,193486.83,0,1,0,1
1465,3,1,1986,165025.17,0,1,0,1
1608,2,3,1982,219319.4,0,1,0,1
2680,4,2,1973,362083.62,0,1,0,1
2179,2,1,1975,190994.95,0,1,0,1
1161,3,3,2004,149738.23,0,1,0,1
1623,3,2,1955,174388.19,0,1,0,1
2720,2,2,1950,326393.0,0,1,0,1
2473,4,2,1983,267641.16,0,1,0,1
2628,3,3,1957,314180.4,0,1,0,1
2817,4,1,1980,328508.53,0,1,0,1
1595,5,2,2001,164076.11,0,1,0,1
2993,4,3,1966,352758.1,0,1,0,1
2203,5,1,2010,249716.81,0,1,0,1
1958,2,3,1961,221106.1,0,1,0,1
2716,5,3,1973,246698.19,0,1,0,1
2012,2,2,1981,315768.47,0,1,0,1
1617,5,2,1965,235247.12,0,1,0,1
1640,5,3,1977,223919.06,0,1,0,1
2546,4,3,2000,289518.94,0,1,0,1
1180,3,3,1995,129429.69,0,1,0,1
1468,4,1,2005,189956.06,0,1,0,1
2809,5,3,1997,401128.78,0,1,0,1
2298,4,3,2011,338020.47,0,1,0,1
2139,2,1,2011,222142.77,0,1,0,1
1951,5,3,1974,209872.92,0,1,0,1
2868,4,2,1958,352059.22,0,1,0,1
2946,2,2,2020,234957.89,0,1,0,1
2840,2,2,1998,251437.81,0,1,0,1
2856,2,3,1953,267487.7,0,1,0,1
1049,4,1,1982,108524.3,0,1,0,1
1304,4,2,1955,157407.06,0,1,0,1
1812,4,3,2020,181813.22,0,1,0,1
1387,2,2,1982,161775.0,0,1,0,1
2984,4,2,2019,355055.78,0,1,0,1
2888,5,2,1970,281850.44,0,1,0,1
1712,4,3,1990,195502.94,0,1,0,1
1704,4,2,1965,211485.42,0,1,0,1
1278,5,2,1989,112299.516,0,1,0,1
1757,2,3,1984,208183.56,0,1,0,1
1170,5,2,1962,128947.836,0,1,0,1
2168,5,1,2008,171858.77,0,1,0,1
2178,4,3,1962,206179.97,0,1,0,1
1507,5,1,1976,121703.09,0,1,0,1
2872,3,2,1988,364332.94,0,1,0,1
1847,5,2,2019,198012.95,0,1,0,1
1903,2,2,1985,158692.58,0,1,0,1
1238,4,1,1957,148722.92,0,1,0,1
1649,5,3,2016,301664.28,0,1,0,1
2387,3,3,1957,219378.36,0,1,0,1
2046,3,3,1978,276233.44,0,1,0,1
2299,4,3,1968,337385.28,0,1,0,1
2252,5,3,1968,257990.84,0,1,0,1
2687,4,1,1987,297565.75,0,1,0,1
1915,3,3,2004,96123.984,0,1,0,1
2900,5,1,1991,329013.25,0,1,0,1
2835,4,2,2008,387757.62,0,1,0,1
2546,2,2,2001,254397.55,0,1,0,1
1144,2,2,1976,130245.84,0,1,0,1
2373,5,3,1950,170749.3,0,1,0,1
2447,5,2,1982,277042.5,0,1,0,1
2882,4,2,1979,277438.88,0,1,0,1
1284,5,3,1991,152196.14,0,1,0,1
1069,2,2,1959,73245.12,0,1,0,1
1378,5,2,2012,197392.3,0,1,0,1
2302,4,3,1959,209508.88,0,1,0,1
2766,5,3,1967,320751.88,0,1,0,1
1301,5,3,1985,134675.48,0,1,0,1
2707,5,1,1976,295447.56,0,1,0,1
1943,5,3,1954,217103.12,0,1,0,1
1691,4,3,1986,207665.4,0,1,0,1
2784,4,1,2015,339646.7,0,1,0,1
1212,4,1,1965,160594.9,0,1,0,1
2967,2,1,1977,387308.4,0,1,0,1
1099,5,2,2012,163078.9,0,1,0,1
1677,2,1,1999,202044.0,0,1,0,1
1474,3,2,1986,207880.98,0,1,0,1
2571,5,1,2015,292314.5,0,1,0,1
1182,3,1,1950,23433.215,0,1,0,1
1596,4,3,1985,140974.48,0,1,0,1
2804,5,2,1968,190507.31,0,1,0,1
1089,5,2,2001,74892.67,0,1,0,1
1454,2,3,1984,145113.34,0,1,0,1
1237,2,1,1955,155968.19,0,1,0,1
1726,5,3,1952,152584.42,0,1,0,1
1057,5,1,1999,166226.98,0,1,0,1
2937,5,1,1962,384420.47,0,1,0,1
1841,3,1,1965,199656.94,0,1,0,1
2885,4,3,2021,309760.6,0,1,0,1
1518,3,2,2016,134353.5,0,1,0,1
1045,5,2,1959,152094.86,0,1,0,1
2420,5,1,1968,324579.4,0,1,0,1
2680,3,2,2020,273442.8,0,1,0,1
2637,5,1,2004,276562.84,0,1,0,1
1334,4,1,1975,203570.86,0,1,0,1
2870,4,3,2004,398898.9,0,1,0,1
1687,4,2,1973,195409.42,0,1,0,1
2107,3,3,2018,188178.69,0,1,0,1
2038,2,1,1983,209223.03,0,1,0,1
2890,4,2,1981,305444.47,0,1,0,1
1632,2,2,1964,188979.77,0,1,0,1
1478,3,3,2015,295676.4,0,1,0,1
2663,5,3,1994,284518.16,0,1,0,1
2836,2,3,1975,292170.1,0,1,0,1
2715,2,2,1966,298558.75,0,1,0,1
1462,5,3,1963,155449.88,0,1,0,1
2617,5,2,1953,301479.16,0,1,0,1
1012,4,2,1966,95814.305,0,1,0,1
2724,5,2,1989,337151.9,0,1,0,1
2164,2,2,1986,232070.67,0,1,0,1
2184,2,2,1974,216912.77,0,1,0,1
2175,2,1,2012,223040.95,0,1,0,1
2882,5,1,1994,415296.56,0,1,0,1
2751,2,3,1959,315189.6,0,1,0,1
2302,2,3,1987,301876.34,0,1,0,1
1609,5,2,1984,96614.72,0,1,0,1
1541,3,3,1974,261053.3,0,1,0,1
2963,2,1,1995,296079.4,0,1,0,1
2816,3,3,2002,298593.25,0,1,0,1
1442,4,2,2006,208317.62,0,1,0,1
1947,5,3,1978,229840.55,0,1,0,1
2740,3,3,1997,215810.27,0,1,0,1
2581,3,2,1993,315644.44,0,1,0,1
1506,5,3,1997,157118.27,0,1,0,1
2494,5,1,1987,287713.44,0,1,0,1
2923,5,2,2001,316417.06,0,1,0,1
2129,3,2,2019,268426.84,0,1,0,1
2498,4,3,1968,254935.52,0,1,0,1
2623,2,1,2013,266144.16,0,1,0,1
2486,5,3,2008,305422.3,0,1,0,1
2176,4,1,1977,203157.19,0,1,0,1
1822,3,1,1981,300662.5,0,1,0,1
2211,2,2,2004,298137.5,0,1,0,1
2514,5,3,1978,350858.94,0,1,0,1
1535,4,1,1971,223077.61,0,1,0,1
2801,2,3,2006,321308.75,0,1,0,1
1740,3,2,1953,159165.1,0,1,0,1
2298,5,1,2005,236408.97,0,1,0,1
1587,3,3,1972,137091.86,0,1,0,1
1988,5,2,1978,145824.27,0,1,0,1
2403,4,1,1993,214913.17,0,1,0,1
2210,3,2,1991,245848.17,0,1,0,1
1726,4,2,1981,217980.06,0,1,0,1
1801,5,3,1989,198480.72,0,1,0,1
1253,3,3,1979,156710.89,0,1,0,1
1869,3,1,1951,181634.77,0,1,0,1
2204,4,1,1980,262530.3,0,1,0,1
2981,3,3,1975,298046.7,0,1,0,1
2411,4,3,2003,285084.97,0,1,0,1
1221,4,1,1958,77741.73,0,1,0,1
1396,2,3,1980,200712.95,0,1,0,1
1510,5,3,2005,151731.03,0,1,0,1
1560,3,2,2012,186846.58,0,1,0,1
1845,3,1,1977,222054.33,0,1,0,1
1439,2,1,1972,152388.75,0,1,0,1
2198,5,1,1972,289647.1,0,1,0,1
2927,5,3,1988,244920.73,0,1,0,1
2015,5,3,1961,278268.75,0,1,0,1
1518,2,2,2019,119740.68,0,1,0,1
1637,4,2,1954,90683.78,0,1,0,1
2348,5,1,1965,279983.72,0,1,0,1
2065,4,1,1980,155953.67,0,1,0,1
2694,4,1,2016,318170.22,0,1,0,1
2225,5,2,1991,296458.03,0,1,0,1
1981,4,3,1972,224407.47,0,1,0,1
1636,4,1,2017,108869.31,0,1,0,1
2661,2,3,2006,329812.7,0,1,0,1
1698,5,3,1991,259254.31,0,1,0,1
2639,3,3,1978,250883.1,0,1,0,1
2652,3,2,1955,308713.38,0,1,0,1
1469,3,1,1963,178732.25,0,1,0,1
2327,3,3,1997,271014.03,0,1,0,1
2679,3,2,2005,268398.84,0,1,0,1
1067,4,1,1965,208364.38,0,1,0,1
1388,4,1,2012,208319.78,0,1,0,1
2089,5,1,1995,284541.0,0,1,0,1
1346,3,2,1973,245102.27,0,1,0,1
1324,4,1,1999,142747.94,0,1,0,1
2956,4,3,2015,355115.0,0,1,0,1
2622,4,1,1950,292242.8,0,1,0,1
1186,4,3,1974,153653.28,0,1,0,1
2623,5,1,2015,265153.0,0,1,0,1
1427,2,1,1990,161960.53,0,1,0,1
2131,5,3,1993,321331.47,0,1,0,1
1176,5,3,1965,125155.78,0,1,0,1
1880,4,2,2014,157564.73,0,1,0,1
1606,2,2,1991,202689.64,0,1,0,1
1178,2,3,1981,104318.875,0,1,0,1
1875,5,2,2013,213856.31,0,1,0,1
2860,5,2,1995,313878.88,0,1,0,1
2107,4,2,2002,255370.92,0,1,0,1
1456,2,1,2005,91744.33,0,1,0,1
2276,5,2,1964,286213.62,0,1,0,1
2910,5,2,1961,313298.78,0,1,0,1
1222,3,2,1952,141118.7,0,1,0,1
1572,3,3,1986,72251.914,0,1,0,1
1923,2,2,1972,205679.12,0,1,0,1
1453,2,3,1985,178336.69,0,1,0,1
1006,3,3,1977,128710.75,0,1,0,1
1003,2,2,2008,146619.28,0,1,0,1
2148,3,1,1964,224219.11,0,1,0,1
1774,4,3,1979,168760.02,0,1,0,1
2969,4,2,1975,311358.25,0,1,0,1
2557,5,2,1997,385731.06,0,1,0,1
1920,4,1,1985,188264.36,0,1,0,1
1900,3,2,1952,279075.72,0,1,0,1
1398,2,3,2013,126057.46,0,1,0,1
2218,5,2,1954,251301.11,0,1,0,1
1376,5,2,1986,190536.86,0,1,0,1
2774,4,1,1956,256161.14,0,1,0,1
2505,5,2,1952,311545.97,0,1,0,1
2536,3,2,1993,239068.7,0,1,0,1
2429,3,1,2009,253017.23,0,1,0,1
2597,3,1,1974,224489.44,0,1,0,1
2230,3,3,1954,235904.2,0,1,0,1
2177,4,2,1975,220038.23,0,1,0,1
2809,4,2,1954,248687.48,0,1,0,1
2928,5,3,1980,345502.3,0,1,0,1
2791,2,1,1972,235429.11,0,1,0,1
1505,5,3,1963,167597.88,0,1,0,1
1293,4,2,1988,179086.9,0,1,0,1
