SquareFeet,Bedrooms,Bathrooms,YearBuilt,Price,state_Rural,state_Suburb,state_Urban,0
1400,5,1,1979,162588.9,1,0,0,0
1948,3,2,1970,299486.84,1,0,0,0
1052,3,3,1986,64402.066,1,0,0,0
1661,5,2,1978,303391.84,1,0,0,0
2648,4,3,1996,270305.84,1,0,0,0
1142,2,1,2011,189074.55,1,0,0,0
2905,4,2,1960,351134.9,1,0,0,0
2643,3,3,1971,217694.42,1,0,0,0
1670,4,2,1968,11876.451,1,0,0,0
1837,3,2,1959,149917.75,1,0,0,0
2037,3,3,1962,207350.92,1,0,0,0
1633,2,1,1953,241231.42,1,0,0,0
2048,2,1,2021,262533.94,1,0,0,0
1321,4,1,2014,216634.69,1,0,0,0
2126,4,2,1994,248561.55,1,0,0,0
1588,2,1,1957,142293.22,1,0,0,0
2889,2,2,1995,372949.34,1,0,0,0
2536,2,1,1996,263276.6,1,0,0,0
1589,4,2,1953,259542.53,1,0,0,0
2690,5,1,1951,247564.56,1,0,0,0
1544,5,1,2000,213360.2,1,0,0,0
2460,2,2,1984,238540.9,1,0,0,0
1416,2,2,1954,166364.52,1,0,0,0
1637,4,3,2014,157516.06,1,0,0,0
1040,4,3,1973,138442.05,1,0,0,0
1947,4,1,2016,203512.72,1,0,0,0
1457,2,2,1992,169413.89,1,0,0,0
2731,3,3,1991,272834.34,1,0,0,0
2842,5,2,1991,283160.72,1,0,0,0
2797,2,3,2005,176576.86,1,0,0,0
2489,3,3,2019,260435.08,1,0,0,0
1219,5,1,2021,125566.37,1,0,0,0
2442,2,3,2006,301535.8,1,0,0,0
2169,2,1,1994,226115.42,1,0,0,0
2394,5,3,1954,176163.23,1,0,0,0
1233,3,2,2015,159238.83,1,0,0,0
1366,5,3,2007,198296.4,1,0,0,0
2596,4,3,2019,323903.06,1,0,0,0
2118,3,2,2004,239505.75,1,0,0,0
1724,5,3,1957,195084.25,1,0,0,0
2878,2,2,1964,253503.86,1,0,0,0
2158,4,2,1954,279037.03,1,0,0,0
1391,4,2,1964,231392.72,1,0,0,0
1384,2,2,2007,125433.164,1,0,0,0
1380,5,3,1992,161176.61,1,0,0,0
2282,2,3,1959,273197.62,1,0,0,0
1398,3,3,1981,180677.61,1,0,0,0
2524,2,2,2010,327261.06,1,0,0,0
1629,5,3,2014,162245.4,1,0,0,0
2430,5,1,2000,248354.83,1,0,0,0
1757,2,2,1960,241382.84,1,0,0,0
1086,3,3,1996,110741.59,1,0,0,0
1990,5,2,2019,266001.88,1,0,0,0
1076,5,1,2018,94664.25,1,0,0,0
2912,4,3,2020,346617.03,1,0,0,0
2506,4,3,1950,387154.06,1,0,0,0
1660,4,2,2005,205316.05,1,0,0,0
2664,5,1,1968,348852.22,1,0,0,0
1764,2,1,2000,138336.48,1,0,0,0
2449,2,1,1979,355307.53,1,0,0,0
1582,4,1,2011,180788.06,1,0,0,0
1670,3,3,1963,201387.02,1,0,0,0
2185,2,1,1980,180467.19,1,0,0,0
1429,5,3,1971,158943.44,1,0,0,0
2092,4,1,1965,264105.9,1,0,0,0
1188,3,1,1999,141489.17,1,0,0,0
2897,5,2,1982,271780.28,1,0,0,0
2453,5,3,1993,283533.53,1,0,0,0
2184,2,1,1965,356225.62,1,0,0,0
1745,3,1,1971,226333.55,1,0,0,0
1888,3,2,1978,151157.19,1,0,0,0
1829,2,2,1970,198756.16,1,0,0,0
1697,4,3,2019,199148.47,1,0,0,0
2129,5,2,1977,265466.75,1,0,0,0
2825,3,2,1974,206447.67,1,0,0,0
2120,2,1,1965,242137.97,1,0,0,0
2688,4,3,1962,253370.5,1,0,0,0
2402,3,2,1991,219607.84,1,0,0,0
1072,2,2,1998,65973.83,1,0,0,0
1253,5,1,1982,204331.45,1,0,0,0
1515,2,1,1993,136820.33,1,0,0,0
2043,5,2,1968,256430.05,1,0,0,0
2528,2,1,1959,193233.9,1,0,0,0
2324,3,1,2002,197111.0,1,0,0,0
1132,4,3,1991,138868.02,1,0,0,0
1749,5,1,1995,199977.06,1,0,0,0
2812,4,2,1996,258306.34,1,0,0,0
1125,2,2,1951,149453.88,1,0,0,0
1016,3,1,2016,213324.72,1,0,0,0
1561,4,3,1976,232540.62,1,0,0,0
1817,5,1,1962,193181.92,1,0,0,0
2660,4,3,1985,344662.88,1,0,0,0
1684,3,1,2007,186799.06,1,0,0,0
1497,5,1,1969,178969.58,1,0,0,0
2738,4,3,1997,326089.78,1,0,0,0
2887,5,3,1970,297325.94,1,0,0,0
2998,2,1,1956,294008.06,1,0,0,0
1817,5,1,1958,196559.38,1,0,0,0
2744,3,2,2005,250631.95,1,0,0,0
1947,5,3,1981,217414.3,1,0,0,0
1499,2,3,1982,173044.2,1,0,0,0
2378,4,3,2019,312226.2,1,0,0,0
2053,2,2,1960,211118.11,1,0,0,0
1576,5,2,2012,174954.62,1,0,0,0
1741,5,1,1977,147823.1,1,0,0,0
1924,4,3,1968,192068.44,1,0,0,0
2612,3,2,1985,284881.16,1,0,0,0
2627,2,1,2004,255074.84,1,0,0,0
1087,4,1,1959,99460.35,1,0,0,0
1367,4,3,1966,250217.86,1,0,0,0
2802,3,3,1979,315943.34,1,0,0,0
2291,4,1,2010,274997.28,1,0,0,0
2543,2,1,1997,263273.0,1,0,0,0
1908,2,2,1999,204211.12,1,0,0,0
1257,2,1,1965,68569.26,1,0,0,0
2731,5,3,1965,368114.38,1,0,0,0
2967,2,2,1957,330199.97,1,0,0,0
2987,2,2,1965,337930.16,1,0,0,0
2410,2,2,2015,216168.19,1,0,0,0
1682,3,3,2019,173594.05,1,0,0,0
1269,5,3,1992,148064.45,1,0,0,0
2403,5,3,1983,224080.62,1,0,0,0
1027,5,1,2007,190154.31,1,0,0,0
1279,2,2,2013,173904.48,1,0,0,0
2205,5,1,2020,284168.75,1,0,0,0
2173,4,1,1976,162742.23,1,0,0,0
2068,2,3,2016,184573.22,1,0,0,0
2084,5,3,1973,297239.2,1,0,0,0
2647,2,3,1951,291504.03,1,0,0,0
2123,3,1,1954,193048.33,1,0,0,0
2443,4,3,1952,331439.6,1,0,0,0
2753,3,1,1983,295920.06,1,0,0,0
1270,5,3,1999,214788.7,1,0,0,0
1205,3,1,1962,233165.92,1,0,0,0
2633,2,1,1982,305336.75,1,0,0,0
2061,4,3,2003,219507.56,1,0,0,0
2506,3,1,2001,309054.78,1,0,0,0
1707,5,1,1985,191478.55,1,0,0,0
2817,5,3,2004,208133.64,1,0,0,0
1424,5,2,2002,101199.67,1,0,0,0
2976,2,3,1994,268760.75,1,0,0,0
2202,5,1,1951,209936.69,1,0,0,0
2096,4,2,1998,113391.93,1,0,0,0
2342,4,2,2015,203658.69,1,0,0,0
2300,5,2,1954,168640.67,1,0,0,0
1754,3,1,1992,276729.16,1,0,0,0
2104,3,2,1953,280103.56,1,0,0,0
1434,4,1,1995,87106.74,1,0,0,0
2856,3,3,2012,338603.8,1,0,0,0
2066,5,1,2017,352062.7,1,0,0,0
1747,4,3,2001,229677.22,1,0,0,0
1526,4,2,1990,234369.5,1,0,0,0
2679,3,1,1970,307069.34,1,0,0,0
2501,3,3,2015,328510.7,1,0,0,0
2844,5,3,1990,368496.7,1,0,0,0
2331,4,2,1980,283874.88,1,0,0,0
2322,5,3,1970,278373.0,1,0,0,0
2253,5,2,1958,304865.12,1,0,0,0
2400,5,1,2000,249434.9,1,0,0,0
2309,3,1,2005,221229.0,1,0,0,0
1614,5,2,2012,228763.02,1,0,0,0
2030,2,2,1991,164940.55,1,0,0,0
1675,4,3,1984,216010.86,1,0,0,0
2495,2,1,1965,277202.6,1,0,0,0
1419,4,3,2016,285375.94,1,0,0,0
2712,2,2,1997,264028.78,1,0,0,0
1089,4,3,1987,203471.81,1,0,0,0
2227,5,3,1972,336534.38,1,0,0,0
2312,3,1,2011,157894.78,1,0,0,0
1867,3,2,1964,183044.62,1,0,0,0
1599,2,1,1955,191602.27,1,0,0,0
2934,5,2,2002,311757.75,1,0,0,0
1277,2,2,1965,206461.31,1,0,0,0
1662,2,2,1975,195163.73,1,0,0,0
2369,5,3,1956,274924.2,1,0,0,0
2389,2,2,1973,229510.84,1,0,0,0
1690,3,3,1989,196884.4,1,0,0,0
2420,5,3,1962,266405.47,1,0,0,0
2848,2,3,2016,337286.62,1,0,0,0
1822,4,3,1963,163456.7,1,0,0,0
2893,4,2,2001,251507.0,1,0,0,0
1941,2,3,1974,270766.0,1,0,0,0
2134,5,2,1993,238162.73,1,0,0,0
1002,5,1,1989,114539.52,1,0,0,0
2746,2,3,1958,297754.56,1,0,0,0
1403,3,3,2000,124932.48,1,0,0,0
1024,5,1,2014,180865.08,1,0,0,0
1508,2,1,2004,119910.16,1,0,0,0
2488,3,1,2014,304997.53,1,0,0,0
1060,4,3,1987,202757.08,1,0,0,0
1122,2,3,1960,170476.75,1,0,0,0
1973,4,2,1999,285268.7,1,0,0,0
2722,3,1,1961,262831.84,1,0,0,0
2720,5,2,2005,297897.88,1,0,0,0
2306,5,3,1981,334671.56,1,0,0,0
1916,4,3,2020,229861.83,1,0,0,0
2310,5,3,1950,199114.11,1,0,0,0
1937,3,2,2021,239827.42,1,0,0,0
1186,3,1,2013,154087.75,1,0,0,0
1654,4,1,1963,148297.0,1,0,0,0
2739,4,2,1986,274982.56,1,0,0,0
2352,4,2,2016,318139.34,1,0,0,0
1930,3,3,2000,143931.83,1,0,0,0
1710,5,2,1960,205369.97,1,0,0,0
1825,2,3,2005,231129.44,1,0,0,0
2929,3,2,1980,237982.39,1,0,0,0
2963,2,3,2020,333611.5,1,0,0,0
1366,4,1,1962,132859.64,1,0,0,0
2867,4,3,1960,318541.4,1,0,0,0
2523,3,3,1971,326289.06,1,0,0,0
2275,5,1,2002,278960.44,1,0,0,0
2345,2,2,1995,253052.14,1,0,0,0
1375,2,3,1991,182152.36,1,0,0,0
2432,3,1,2016,251884.7,1,0,0,0
1419,3,2,1967,171503.47,1,0,0,0
1730,4,3,1983,157480.67,1,0,0,0
2612,3,2,1965,290067.53,1,0,0,0
1178,5,3,1984,182954.78,1,0,0,0
1415,3,3,2017,167081.89,1,0,0,0
1665,2,2,2006,178991.38,1,0,0,0
1380,5,3,1984,192240.03,1,0,0,0
1243,5,2,1958,206739.89,1,0,0,0
2421,5,3,2011,297208.12,1,0,0,0
2274,5,2,2007,312032.12,1,0,0,0
2320,2,2,2009,308038.2,1,0,0,0
2987,4,1,1954,297277.1,1,0,0,0
1552,3,3,2005,183176.84,1,0,0,0
2633,3,1,1955,281956.22,1,0,0,0
1599,3,3,2008,256349.56,1,0,0,0
1334,4,1,2006,237918.34,1,0,0,0
2164,2,2,1963,244070.38,1,0,0,0
1582,2,1,2017,126150.43,1,0,0,0
1949,5,2,1999,157738.16,1,0,0,0
2366,4,3,1959,322743.66,1,0,0,0
1432,4,2,1986,175287.19,1,0,0,0
2807,4,1,2016,351909.66,1,0,0,0
1641,4,3,1984,137990.6,1,0,0,0
1494,4,1,1950,224188.14,1,0,0,0
2292,4,2,1991,223931.34,1,0,0,0
2103,2,2,2019,242352.69,1,0,0,0
2479,3,1,2009,254344.84,1,0,0,0
2322,4,2,1985,252413.92,1,0,0,0
1967,2,1,1981,167590.27,1,0,0,0
2739,3,3,1997,307748.8,1,0,0,0
1648,5,1,2012,176614.33,1,0,0,0
2508,4,3,1973,279917.44,1,0,0,0
2608,5,2,1994,235839.95,1,0,0,0
1339,5,1,1998,134408.61,1,0,0,0
2554,5,3,1974,273147.94,1,0,0,0
1115,4,2,2014,167003.34,1,0,0,0
2815,3,3,1991,345385.84,1,0,0,0
2292,4,1,1969,262810.0,1,0,0,0
2660,5,3,1965,361198.5,1,0,0,0
1115,5,1,2013,94001.14,1,0,0,0
2606,3,2,1969,293659.75,1,0,0,0
1125,4,2,1973,198715.38,1,0,0,0
1656,4,1,1981,135521.56,1,0,0,0
2199,3,2,1953,179418.03,1,0,0,0
1663,3,3,2011,108068.31,1,0,0,0
2717,2,3,1998,380559.66,1,0,0,0
2398,3,3,1955,267888.97,1,0,0,0
1990,4,3,2012,332294.7,1,0,0,0
2521,4,3,1966,306502.66,1,0,0,0
1084,2,3,1976,54003.938,1,0,0,0
2899,2,2,1966,277678.88,1,0,0,0
2406,4,1,1997,227248.39,1,0,0,0
1632,4,2,1981,151333.5,1,0,0,0
2664,2,1,1971,310745.6,1,0,0,0
2486,4,1,1960,221033.6,1,0,0,0
1549,3,3,2017,131879.0,1,0,0,0
1115,3,1,1956,156733.64,1,0,0,0
2241,3,1,1999,270602.78,1,0,0,0
2903,2,3,1985,303596.03,1,0,0,0
2590,2,3,1979,262903.62,1,0,0,0
2490,5,1,1999,223500.86,1,0,0,0
1307,2,1,1985,223723.48,1,0,0,0
2262,5,2,1981,271135.2,1,0,0,0
1017,4,1,1975,219262.83,1,0,0,0
2198,3,2,1982,190569.66,1,0,0,0
2442,3,2,2019,208785.28,1,0,0,0
1305,2,2,2016,261218.31,1,0,0,0
1203,3,2,2010,108685.74,1,0,0,0
1852,4,1,1998,297628.66,1,0,0,0
2593,2,2,1988,207604.27,1,0,0,0
2874,5,1,2020,389651.25,1,0,0,0
1446,5,2,1961,212955.48,1,0,0,0
1712,3,2,1988,267446.0,1,0,0,0
2514,5,1,1996,281129.16,1,0,0,0
2647,2,1,1971,264295.66,1,0,0,0
2151,2,1,1995,210184.42,1,0,0,0
1114,3,3,2007,204128.0,1,0,0,0
2439,3,3,1998,185195.83,1,0,0,0
1106,3,3,1995,160190.55,1,0,0,0
2636,4,3,2013,379827.75,1,0,0,0
2949,4,3,1951,380121.47,1,0,0,0
2516,3,1,1974,289296.6,1,0,0,0
1950,5,2,2014,263420.2,1,0,0,0
1262,3,2,2004,216226.95,1,0,0,0
2833,3,3,1959,268021.75,1,0,0,0
1200,5,2,2009,116447.04,1,0,0,0
1944,2,1,2019,207801.11,1,0,0,0
2832,2,3,2019,344310.72,1,0,0,0
2237,4,2,1980,218094.73,1,0,0,0
1807,4,2,2007,204940.86,1,0,0,0
1107,3,1,1972,214985.94,1,0,0,0
1051,4,3,2010,73589.99,1,0,0,0
2669,2,2,1973,322794.34,1,0,0,0
2706,3,3,1963,205262.02,1,0,0,0
2831,2,2,2012,220821.02,1,0,0,0
1027,4,2,2014,55934.09,1,0,0,0
2564,2,3,2012,209449.45,1,0,0,0
1790,4,1,1988,237442.03,1,0,0,0
2113,3,2,1966,222420.58,1,0,0,0
2385,2,2,1964,225158.77,1,0,0,0
2625,5,2,1950,265765.8,1,0,0,0
2366,4,2,1953,236331.16,1,0,0,0
2084,2,3,2001,227006.6,1,0,0,0
1818,3,2,1982,252268.95,1,0,0,0
1693,5,3,1987,137373.14,1,0,0,0
2229,4,2,1972,176558.88,1,0,0,0
2309,4,3,1965,224810.83,1,0,0,0
1241,3,1,1984,89721.51,1,0,0,0
2514,2,1,1989,326072.44,1,0,0,0
1664,4,3,1974,153781.39,1,0,0,0
1434,3,2,1956,204763.36,1,0,0,0
1383,4,1,1955,123949.69,1,0,0,0
2497,5,1,2012,228924.56,1,0,0,0
2255,2,1,2013,228832.17,1,0,0,0
1358,5,3,1997,177745.45,1,0,0,0
2298,5,2,1995,242429.98,1,0,0,0
2965,4,3,2001,317602.47,1,0,0,0
1031,3,3,1971,209093.92,1,0,0,0
1176,3,1,1953,195362.53,1,0,0,0
1064,3,2,2008,153689.4,1,0,0,0
2686,5,1,1954,321396.38,1,0,0,0
2838,4,1,1995,280868.75,1,0,0,0
1267,3,1,2013,226037.72,1,0,0,0
1132,2,1,1982,133798.38,1,0,0,0
2854,2,3,1951,287179.0,1,0,0,0
2121,5,3,1977,368322.5,1,0,0,0
1541,4,3,2020,228020.27,1,0,0,0
2148,4,3,1989,201787.42,1,0,0,0
1209,2,2,2021,131106.05,1,0,0,0
2748,4,2,2006,295261.72,1,0,0,0
2526,3,1,2012,205836.12,1,0,0,0
1156,4,1,1999,163864.98,1,0,0,0
2892,2,2,2012,372406.5,1,0,0,0
1973,5,1,2019,159582.44,1,0,0,0
2442,5,2,2013,304141.8,1,0,0,0
2593,3,3,1996,226451.08,1,0,0,0
1001,3,1,1959,123855.97,1,0,0,0
1270,4,2,2011,170994.69,1,0,0,0
2876,3,2,1976,398963.8,1,0,0,0
2759,3,1,1992,350460.28,1,0,0,0
1878,4,3,1950,163393.31,1,0,0,0
1691,5,1,1999,212655.98,1,0,0,0
1866,3,2,1960,192018.44,1,0,0,0
2320,3,1,2010,300103.3,1,0,0,0
2764,3,3,2008,298433.53,1,0,0,0
2377,5,1,1963,340306.88,1,0,0,0
2284,3,3,1981,296525.94,1,0,0,0
1984,2,3,1986,258795.62,1,0,0,0
2693,3,2,1979,220267.23,1,0,0,0
1483,5,2,1966,207386.89,1,0,0,0
1017,3,1,2001,186579.67,1,0,0,0
1404,3,1,2007,186127.08,1,0,0,0
1798,2,3,1988,141386.95,1,0,0,0
2816,3,3,2017,344740.94,1,0,0,0
2780,2,3,1955,358851.84,1,0,0,0
1530,4,3,1951,204744.81,1,0,0,0
2390,2,2,1994,217355.97,1,0,0,0
1688,5,3,2016,262690.6,1,0,0,0
1552,2,1,2009,177705.58,1,0,0,0
2959,5,2,2012,344570.66,1,0,0,0
2685,5,3,2021,293758.06,1,0,0,0
2188,4,2,1996,294416.44,1,0,0,0
2275,3,3,1988,226430.95,1,0,0,0
2802,5,3,1958,310803.4,1,0,0,0
1043,4,2,1975,144552.78,1,0,0,0
1180,5,2,2014,191100.4,1,0,0,0
1066,4,2,1988,117765.79,1,0,0,0
2781,5,3,1957,225722.94,1,0,0,0
1650,4,3,1962,273092.1,1,0,0,0
2876,4,1,1997,262766.75,1,0,0,0
1340,2,3,2001,153443.22,1,0,0,0
1902,4,1,1961,199471.62,1,0,0,0
2327,5,3,2015,296329.12,1,0,0,0
2354,5,1,1968,310866.16,1,0,0,0
2441,3,3,1953,293494.66,1,0,0,0
2672,5,3,2020,272590.3,1,0,0,0
1797,2,1,1978,328707.7,1,0,0,0
2448,4,3,1968,310265.34,1,0,0,0
2452,4,3,1978,301260.66,1,0,0,0
1653,3,2,1974,234976.97,1,0,0,0
2583,3,3,1960,329017.16,1,0,0,0
1645,2,2,1952,193750.83,1,0,0,0
1483,4,2,1987,171404.83,1,0,0,0
2069,2,3,1974,172117.06,1,0,0,0
2605,2,1,1982,270007.2,1,0,0,0
1791,4,1,1959,172312.22,1,0,0,0
2027,4,2,1967,195160.75,1,0,0,0
2759,5,3,1973,390157.25,1,0,0,0
1000,3,3,1994,122700.81,1,0,0,0
1108,2,1,2000,96468.766,1,0,0,0
2598,4,2,1964,243079.25,1,0,0,0
1459,5,3,2004,244638.11,1,0,0,0
1261,5,3,1971,169185.48,1,0,0,0
1151,3,2,1964,143457.1,1,0,0,0
2015,3,3,2021,282649.78,1,0,0,0
2257,5,1,1951,212940.88,1,0,0,0
1319,5,1,1987,156997.2,1,0,0,0
1221,2,3,1968,185998.31,1,0,0,0
1930,5,3,2002,289716.56,1,0,0,0
1600,5,1,1972,179119.47,1,0,0,0
1773,5,2,2011,203471.62,1,0,0,0
1451,4,3,1999,222664.58,1,0,0,0
1412,5,3,1986,184965.84,1,0,0,0
1255,5,1,2013,175839.17,1,0,0,0
2173,5,1,2013,288670.78,1,0,0,0
1391,5,2,1983,89918.28,1,0,0,0
1479,5,2,1985,266028.9,1,0,0,0
1922,3,1,2012,201259.39,1,0,0,0
2265,2,1,2003,282230.34,1,0,0,0
2848,5,1,1982,278448.53,1,0,0,0
2157,5,3,1971,193007.97,1,0,0,0
2464,4,2,1983,249860.64,1,0,0,0
1610,3,3,1952,152874.25,1,0,0,0
2466,4,3,1966,332638.75,1,0,0,0
1320,5,2,1965,99495.74,1,0,0,0
2431,3,2,1982,277274.78,1,0,0,0
2181,4,3,2018,252899.36,1,0,0,0
1440,4,1,1984,156795.42,1,0,0,0
1584,2,3,2016,175613.45,1,0,0,0
1767,5,1,1993,200641.67,1,0,0,0
1559,2,1,1999,244999.34,1,0,0,0
1669,5,3,1966,249219.47,1,0,0,0
2291,4,2,1963,256408.61,1,0,0,0
2006,2,3,2021,152588.66,1,0,0,0
2017,5,1,1986,244068.5,1,0,0,0
2660,3,2,1982,342321.62,1,0,0,0
2054,4,1,2000,305025.06,1,0,0,0
1859,5,3,1953,246654.16,1,0,0,0
2717,4,1,2001,320345.47,1,0,0,0
2355,3,2,1960,204480.66,1,0,0,0
2558,4,2,2009,253723.45,1,0,0,0
2389,4,2,2006,326469.0,1,0,0,0
1347,2,1,2018,109876.86,1,0,0,0
2168,5,2,1996,255097.0,1,0,0,0
2465,5,3,2010,287623.22,1,0,0,0
1702,5,1,1964,132889.81,1,0,0,0
2313,4,3,1973,348990.06,1,0,0,0
1213,2,3,1968,66902.74,1,0,0,0
2673,5,2,1991,382135.1,1,0,0,0
2909,2,3,1967,246993.69,1,0,0,0
1420,2,1,1974,137668.0,1,0,0,0
1285,5,3,2011,120061.4,1,0,0,0
2736,3,1,2007,339060.1,1,0,0,0
2831,3,3,1971,265131.62,1,0,0,0
1318,3,3,1969,169926.78,1,0,0,0
1759,5,3,2012,237048.81,1,0,0,0
2195,4,3,2021,202541.5,1,0,0,0
2753,2,1,2009,291217.38,1,0,0,0
2555,2,2,1973,227193.19,1,0,0,0
1745,2,3,2001,178670.6,1,0,0,0
2903,4,3,1983,269911.88,1,0,0,0
2914,3,3,1962,243906.72,1,0,0,0
1867,3,3,1972,254273.97,1,0,0,0
1082,3,3,2002,47472.64,1,0,0,0
1542,5,2,1979,172788.47,1,0,0,0
2257,2,2,1979,188338.53,1,0,0,0
2788,4,1,2000,271852.16,1,0,0,0
2964,5,1,1992,335781.38,1,0,0,0
1313,4,2,2002,272670.75,1,0,0,0
2198,4,1,1978,239831.42,1,0,0,0
2203,3,2,2005,247914.62,1,0,0,0
1384,4,2,2016,230184.75,1,0,0,0
2238,2,2,1964,252509.7,1,0,0,0
2897,4,1,1978,346769.0,1,0,0,0
2222,5,2,1972,181356.14,1,0,0,0
2942,4,2,1960,271054.47,1,0,0,0
1227,4,3,2020,125882.69,1,0,0,0
1410,2,1,1967,244795.03,1,0,0,0
1690,3,3,1981,189264.23,1,0,0,0
2982,4,1,1988,338494.72,1,0,0,0
2156,5,1,1958,261841.08,1,0,0,0
2607,3,2,2010,272754.66,1,0,0,0
2212,3,3,2002,172768.94,1,0,0,0
1355,2,2,1995,117069.21,1,0,0,0
1070,4,3,1956,145143.3,1,0,0,0
1262,3,3,1993,127917.44,1,0,0,0
2351,4,3,1968,295657.28,1,0,0,0
1073,3,3,1968,80658.81,1,0,0,0
2608,5,1,1975,306302.1,1,0,0,0
1952,5,1,1989,232584.5,1,0,0,0
2555,2,3,1966,256585.3,1,0,0,0
2264,3,3,2014,244061.64,1,0,0,0
2738,3,3,1950,234917.06,1,0,0,0
1453,5,1,2017,169585.34,1,0,0,0
1300,4,1,1980,144361.5,1,0,0,0
1778,2,2,2008,231404.61,1,0,0,0
2479,4,1,2021,300599.25,1,0,0,0
1301,2,3,2003,169879.73,1,0,0,0
1031,4,3,1988,105832.6,1,0,0,0
2564,3,2,1996,296605.56,1,0,0,0
1664,3,2,2005,71732.23,1,0,0,0
2508,3,3,1957,269120.0,1,0,0,0
1327,4,3,1959,160023.84,1,0,0,0
1664,5,2,1993,147484.69,1,0,0,0
1745,2,3,1981,189325.39,1,0,0,0
2393,5,1,1971,265998.1,1,0,0,0
1520,2,3,1966,240870.19,1,0,0,0
1696,4,3,1963,211725.64,1,0,0,0
1806,4,1,1965,300490.03,1,0,0,0
2604,2,2,2006,265383.97,1,0,0,0
1135,5,1,2019,134642.1,1,0,0,0
1095,4,2,1969,75454.055,1,0,0,0
2397,4,2,1999,256418.17,1,0,0,0
2893,4,3,1977,342856.25,1,0,0,0
1877,3,3,1961,235040.72,1,0,0,0
2896,5,2,1952,266491.5,1,0,0,0
1131,3,2,2003,116396.74,1,0,0,0
2149,4,1,1966,253180.48,1,0,0,0
2599,3,2,2006,338563.72,1,0,0,0
1442,5,2,1957,182582.5,1,0,0,0
2987,2,1,1981,364323.9,1,0,0,0
1325,3,3,2021,158641.8,1,0,0,0
1639,5,3,1986,129667.31,1,0,0,0
2661,5,1,1959,271207.28,1,0,0,0
1376,3,3,2019,136297.3,1,0,0,0
2717,4,3,1956,309735.84,1,0,0,0
1947,4,1,1958,165637.2,1,0,0,0
2508,4,3,1954,308884.12,1,0,0,0
1140,2,1,2013,174264.12,1,0,0,0
1845,2,1,1967,129414.05,1,0,0,0
2007,3,2,1999,299796.28,1,0,0,0
2638,2,3,1955,260560.83,1,0,0,0
1612,5,3,2013,226682.23,1,0,0,0
2222,4,2,2012,303978.28,1,0,0,0
1795,2,3,2019,232657.0,1,0,0,0
2069,3,2,1987,237147.12,1,0,0,0
2563,2,1,2018,353284.84,1,0,0,0
2537,3,1,1979,297015.2,1,0,0,0
1314,2,2,1961,130633.086,1,0,0,0
2411,2,1,2015,259563.52,1,0,0,0
2394,2,2,1977,278980.25,1,0,0,0
2188,5,3,2010,231328.73,1,0,0,0
2632,5,3,2015,248049.94,1,0,0,0
2047,3,1,1969,217932.75,1,0,0,0
2537,3,1,1989,256076.66,1,0,0,0
2867,5,2,2021,381750.16,1,0,0,0
2484,5,3,1994,255811.28,1,0,0,0
2872,4,1,1986,332330.0,1,0,0,0
2565,5,3,1961,262043.33,1,0,0,0
2526,2,2,2004,349839.9,1,0,0,0
2556,4,3,1984,229861.53,1,0,0,0
2158,4,1,2008,213666.67,1,0,0,0
1271,3,1,1997,147051.89,1,0,0,0
2110,2,2,1965,141830.11,1,0,0,0
2144,2,1,1970,242960.53,1,0,0,0
1068,2,2,1964,38873.11,1,0,0,0
2669,2,2,1987,234252.33,1,0,0,0
1882,4,1,1995,259858.81,1,0,0,0
1960,5,3,1991,174653.95,1,0,0,0
2519,3,2,1986,295364.88,1,0,0,0
1983,2,2,2004,231292.78,1,0,0,0
2356,5,1,2008,217855.33,1,0,0,0
1480,4,2,1987,133982.86,1,0,0,0
2452,5,3,1953,230677.0,1,0,0,0
2039,4,3,1976,194322.1,1,0,0,0
1727,5,2,1976,166464.86,1,0,0,0
1627,5,3,2002,97818.16,1,0,0,0
1161,2,3,2013,92940.984,1,0,0,0
2127,2,1,1962,260512.48,1,0,0,0
2676,3,2,1999,280270.56,1,0,0,0
1561,4,1,2005,194267.47,1,0,0,0
1155,2,2,1970,175084.5,1,0,0,0
1651,2,2,1957,91905.53,1,0,0,0
1820,2,1,1956,234635.94,1,0,0,0
2689,4,1,1980,334360.38,1,0,0,0
1584,3,1,2014,154638.06,1,0,0,0
2542,5,1,1999,231010.27,1,0,0,0
1995,3,1,1978,246563.05,1,0,0,0
1350,5,1,2000,173627.4,1,0,0,0
2529,5,3,2003,222100.66,1,0,0,0
2210,5,2,2017,216714.6,1,0,0,0
2473,2,1,2020,239811.44,1,0,0,0
1495,5,3,1973,179354.19,1,0,0,0
1879,3,2,2019,145230.89,1,0,0,0
1262,4,1,1962,123315.2,1,0,0,0
2248,3,3,2009,225689.6,1,0,0,0
1015,2,3,1986,90180.234,1,0,0,0
1194,2,3,1992,161255.19,1,0,0,0
2466,3,2,1994,267887.44,1,0,0,0
1302,4,1,1986,175619.56,1,0,0,0
1656,5,3,1973,257844.69,1,0,0,0
1589,2,3,1981,185256.3,1,0,0,0
1230,2,1,1975,151490.47,1,0,0,0
1674,3,2,1956,146639.16,1,0,0,0
1277,4,3,2017,225572.97,1,0,0,0
1052,3,2,1986,185908.53,1,0,0,0
2884,2,2,1956,319731.56,1,0,0,0
1747,3,1,2020,200904.95,1,0,0,0
1463,2,2,2008,155609.75,1,0,0,0
2840,2,1,1953,288421.34,1,0,0,0
1582,4,1,1994,83692.13,1,0,0,0
1157,3,2,1984,102863.23,1,0,0,0
